key,value,date
NO2,23.72,02/10/6
NO2,23.28,02/10/7
NO2,22.69,02/10/8
NO2,22.28,02/10/9
NO2,21.91,02/10/10
NO2,22.34,02/10/11
NO2,22.72,02/10/12
NO2,22.63,02/10/13
NO2,22.44,02/10/14
NO2,22.28,02/10/15
NO2,22.91,02/10/16
NO2,22.84,02/10/17
NO2,23.19,02/10/18
NO2,23.13,02/10/19
NO2,22.31,02/10/20
NO2,21.34,02/10/21
NO2,21.00,02/10/22
NO2,20.59,02/10/23
NO2,20.44,02/10/24
NO2,19.84,02/10/25
NO2,18.72,02/10/26
NO2,18.69,02/10/27
NO2,18.44,02/10/28
NO2,17.88,02/10/29
NO2,17.81,02/10/30
NO2,18.22,02/10/31
NO2,18.38,02/11/1
NO2,18.31,02/11/2
NO2,18.38,02/11/3
NO2,17.84,02/11/4
NO2,17.53,02/11/5
NO2,17.97,02/11/6
NO2,18.81,02/11/7
NO2,19.34,02/11/8
NO2,19.97,02/11/9
NO2,20.38,02/11/10
NO2,20.59,02/11/11
NO2,21.25,02/11/12
NO2,21.94,02/11/13
NO2,22.00,02/11/14
NO2,23.13,02/11/15
NO2,24.13,02/11/16
NO2,24.56,02/11/17
NO2,24.44,02/11/18
NO2,23.91,02/11/19
NO2,23.50,02/11/20
NO2,23.94,02/11/21
NO2,24.75,02/11/22
NO2,25.59,02/11/23
NO2,25.84,02/11/24
NO2,26.28,02/11/25
NO2,26.63,02/11/26
NO2,25.28,02/11/27
NO2,25.19,02/11/28
NO2,25.63,02/11/29
NO2,26.44,02/11/30
NO2,27.50,02/12/1
NO2,28.38,02/12/2
NO2,29.00,02/12/3
NO2,29.59,02/12/4
NO2,29.16,02/12/5
NO2,28.31,02/12/6
NO2,27.69,02/12/7
NO2,27.66,02/12/8
NO2,27.44,02/12/9
NO2,27.47,02/12/10
NO2,26.91,02/12/11
NO2,26.56,02/12/12
NO2,25.94,02/12/13
NO2,26.75,02/12/14
NO2,27.28,02/12/15
NO2,27.59,02/12/16
NO2,27.41,02/12/17
NO2,27.06,02/12/18
NO2,26.97,02/12/19
NO2,26.84,02/12/20
NO2,26.78,02/12/21
NO2,25.94,02/12/22
NO2,24.56,02/12/23
NO2,23.66,02/12/24
NO2,23.00,02/12/25
NO2,22.97,02/12/26
NO2,24.75,02/12/27
NO2,28.13,02/12/28
NO2,30.06,02/12/29
NO2,32.91,02/12/30
NO2,36.88,02/12/31
NO2,37.50,03/1/1
NO2,38.69,03/1/2
NO2,38.66,03/1/3
NO2,37.78,03/1/4
NO2,36.47,03/1/5
NO2,36.94,03/1/6
NO2,37.19,03/1/7
NO2,37.22,03/1/8
NO2,37.38,03/1/9
NO2,37.06,03/1/10
NO2,38.22,03/1/11
NO2,40.00,03/1/12
NO2,40.53,03/1/13
NO2,41.16,03/1/14
NO2,41.38,03/1/15
NO2,39.91,03/1/16
NO2,36.81,03/1/17
NO2,35.94,03/1/18
NO2,33.44,03/1/19
NO2,30.50,03/1/20
NO2,31.03,03/1/21
NO2,30.44,03/1/22
NO2,31.16,03/1/23
NO2,31.41,03/1/24
NO2,32.19,03/1/25
NO2,33.41,03/1/26
NO2,33.81,03/1/27
NO2,33.50,03/1/28
NO2,32.63,03/1/29
NO2,32.28,03/1/30
NO2,31.41,03/1/31
NO2,30.75,03/2/1
NO2,30.97,03/2/2
NO2,31.56,03/2/3
NO2,32.06,03/2/4
NO2,33.41,03/2/5
NO2,33.63,03/2/6
NO2,33.19,03/2/7
NO2,32.44,03/2/8
NO2,31.53,03/2/9
NO2,30.63,03/2/10
NO2,29.28,03/2/11
NO2,27.53,03/2/12
NO2,27.00,03/2/13
NO2,26.44,03/2/14
NO2,26.09,03/2/15
NO2,26.63,03/2/16
NO2,27.47,03/2/17
NO2,28.38,03/2/18
NO2,29.25,03/2/19
NO2,29.75,03/2/20
NO2,29.50,03/2/21
NO2,29.22,03/2/22
NO2,28.19,03/2/23
NO2,27.78,03/2/24
NO2,27.09,03/2/25
NO2,27.91,03/2/26
NO2,28.38,03/2/27
NO2,28.91,03/2/28
NO2,29.38,03/3/1
NO2,29.47,03/3/2
NO2,30.88,03/3/3
NO2,31.13,03/3/4
NO2,31.38,03/3/5
NO2,31.53,03/3/6
NO2,30.53,03/3/7
NO2,29.66,03/3/8
NO2,29.69,03/3/9
NO2,29.81,03/3/10
NO2,28.97,03/3/11
NO2,27.69,03/3/12
NO2,27.34,03/3/13
NO2,27.53,03/3/14
NO2,28.50,03/3/15
NO2,29.13,03/3/16
NO2,29.25,03/3/17
NO2,28.94,03/3/18
NO2,29.81,03/3/19
NO2,30.75,03/3/20
NO2,30.16,03/3/21
NO2,29.81,03/3/22
NO2,29.66,03/3/23
NO2,30.56,03/3/24
NO2,31.25,03/3/25
NO2,31.44,03/3/26
NO2,31.41,03/3/27
NO2,31.50,03/3/28
NO2,31.03,03/3/29
NO2,30.06,03/3/30
NO2,31.06,03/3/31
NO2,32.25,03/4/1
NO2,32.25,03/4/2
NO2,31.97,03/4/3
NO2,31.28,03/4/4
NO2,30.75,03/4/5
NO2,30.94,03/4/6
NO2,30.75,03/4/7
NO2,29.72,03/4/8
NO2,28.91,03/4/9
NO2,29.34,03/4/10
NO2,29.41,03/4/11
NO2,29.22,03/4/12
NO2,28.38,03/4/13
NO2,28.41,03/4/14
NO2,27.88,03/4/15
NO2,27.63,03/4/16
NO2,27.03,03/4/17
NO2,26.97,03/4/18
NO2,27.09,03/4/19
NO2,26.16,03/4/20
NO2,25.59,03/4/21
NO2,25.53,03/4/22
NO2,25.31,03/4/23
NO2,25.75,03/4/24
NO2,26.78,03/4/25
NO2,26.34,03/4/26
NO2,25.75,03/4/27
NO2,26.09,03/4/28
NO2,25.66,03/4/29
NO2,25.22,03/4/30
NO2,24.91,03/5/1
NO2,24.13,03/5/2
NO2,23.91,03/5/3
NO2,23.50,03/5/4
NO2,23.94,03/5/5
NO2,24.38,03/5/6
NO2,24.94,03/5/7
NO2,24.63,03/5/8
NO2,24.84,03/5/9
NO2,25.47,03/5/10
NO2,25.50,03/5/11
NO2,25.44,03/5/12
NO2,26.22,03/5/13
NO2,26.16,03/5/14
NO2,25.06,03/5/15
NO2,24.81,03/5/16
NO2,25.44,03/5/17
NO2,25.41,03/5/18
NO2,26.38,03/5/19
NO2,26.72,03/5/20
NO2,27.66,03/5/21
NO2,28.50,03/5/22
NO2,28.66,03/5/23
NO2,27.44,03/5/24
NO2,27.34,03/5/25
NO2,27.44,03/5/26
NO2,27.00,03/5/27
NO2,27.56,03/5/28
NO2,27.25,03/5/29
NO2,26.34,03/5/30
NO2,26.47,03/5/31
NO2,26.66,03/6/1
NO2,25.88,03/6/2
NO2,25.00,03/6/3
NO2,24.50,03/6/4
NO2,24.03,03/6/5
NO2,23.25,03/6/6
NO2,22.34,03/6/7
NO2,20.97,03/6/8
NO2,20.28,03/6/9
NO2,18.69,03/6/10
NO2,17.47,03/6/11
NO2,17.19,03/6/12
NO2,17.34,03/6/13
NO2,16.38,03/6/14
NO2,15.63,03/6/15
NO2,15.28,03/6/16
NO2,14.28,03/6/17
NO2,14.06,03/6/18
NO2,13.78,03/6/19
NO2,13.16,03/6/20
NO2,12.69,03/6/21
NO2,12.69,03/6/22
NO2,12.63,03/6/23
NO2,12.38,03/6/24
NO2,12.22,03/6/25
NO2,12.41,03/6/26
NO2,12.44,03/6/27
NO2,12.72,03/6/28
NO2,12.63,03/6/29
NO2,12.84,03/6/30
NO2,13.13,03/7/1
NO2,13.19,03/7/2
NO2,13.59,03/7/3
NO2,13.75,03/7/4
NO2,13.59,03/7/5
NO2,13.59,03/7/6
NO2,13.44,03/7/7
NO2,13.16,03/7/8
NO2,12.97,03/7/9
NO2,12.59,03/7/10
NO2,12.63,03/7/11
NO2,12.47,03/7/12
NO2,12.44,03/7/13
NO2,12.47,03/7/14
NO2,12.44,03/7/15
NO2,12.19,03/7/16
NO2,11.94,03/7/17
NO2,11.66,03/7/18
NO2,11.44,03/7/19
NO2,11.63,03/7/20
NO2,11.56,03/7/21
NO2,11.47,03/7/22
NO2,11.22,03/7/23
NO2,11.25,03/7/24
NO2,11.44,03/7/25
NO2,11.53,03/7/26
NO2,11.47,03/7/27
NO2,11.44,03/7/28
NO2,11.38,03/7/29
NO2,11.38,03/7/30
NO2,11.38,03/7/31
NO2,11.16,03/8/1
NO2,11.28,03/8/2
NO2,11.28,03/8/3
NO2,11.41,03/8/4
NO2,11.63,03/8/5
NO2,11.66,03/8/6
NO2,11.69,03/8/7
NO2,12.03,03/8/8
NO2,12.13,03/8/9
NO2,12.34,03/8/10
NO2,12.50,03/8/11
NO2,12.66,03/8/12
NO2,13.13,03/8/13
NO2,13.34,03/8/14
NO2,13.31,03/8/15
NO2,13.59,03/8/16
NO2,13.84,03/8/17
NO2,14.22,03/8/18
NO2,14.25,03/8/19
NO2,14.25,03/8/20
NO2,14.38,03/8/21
NO2,14.38,03/8/22
NO2,14.31,03/8/23
NO2,14.06,03/8/24
NO2,13.69,03/8/25
NO2,13.63,03/8/26
NO2,13.66,03/8/27
NO2,13.53,03/8/28
NO2,13.31,03/8/29
NO2,12.97,03/8/30
NO2,12.81,03/8/31
NO2,12.78,03/9/1
NO2,12.38,03/9/2
NO2,12.22,03/9/3
NO2,12.50,03/9/4
NO2,12.88,03/9/5
NO2,12.78,03/9/6
NO2,12.75,03/9/7
NO2,13.03,03/9/8
NO2,13.00,03/9/9
NO2,12.91,03/9/10
NO2,13.19,03/9/11
NO2,13.69,03/9/12
NO2,14.22,03/9/13
NO2,14.66,03/9/14
NO2,15.16,03/9/15
NO2,15.41,03/9/16
NO2,15.59,03/9/17
NO2,15.75,03/9/18
NO2,15.69,03/9/19
NO2,15.47,03/9/20
NO2,15.31,03/9/21
NO2,15.38,03/9/22
NO2,15.41,03/9/23
NO2,14.88,03/9/24
NO2,14.38,03/9/25
NO2,14.53,03/9/26
NO2,15.28,03/9/27
NO2,15.72,03/9/28
NO2,15.84,03/9/29
NO2,16.47,03/9/30
NO2,17.47,03/10/1
NO2,18.09,03/10/2
NO2,18.50,03/10/3
NO2,19.06,03/10/4
NO2,19.84,03/10/5
NO2,20.66,03/10/6
NO2,20.97,03/10/7
NO2,21.41,03/10/8
NO2,22.13,03/10/9
NO2,23.63,03/10/10
NO2,25.19,03/10/11
NO2,26.09,03/10/12
NO2,25.88,03/10/13
NO2,26.03,03/10/14
NO2,26.50,03/10/15
NO2,27.38,03/10/16
NO2,28.03,03/10/17
NO2,28.81,03/10/18
NO2,30.53,03/10/19
NO2,31.31,03/10/20
NO2,30.56,03/10/21
NO2,30.66,03/10/22
NO2,30.66,03/10/23
NO2,30.72,03/10/24
NO2,30.19,03/10/25
NO2,31.38,03/10/26
NO2,32.00,03/10/27
NO2,31.94,03/10/28
NO2,32.28,03/10/29
NO2,33.13,03/10/30
NO2,32.75,03/10/31
NO2,32.81,03/11/1
NO2,33.78,03/11/2
NO2,34.41,03/11/3
NO2,34.56,03/11/4
NO2,34.56,03/11/5
NO2,34.63,03/11/6
NO2,34.06,03/11/7
NO2,32.03,03/11/8
NO2,30.94,03/11/9
NO2,31.09,03/11/10
NO2,31.28,03/11/11
NO2,31.66,03/11/12
NO2,31.97,03/11/13
NO2,32.63,03/11/14
NO2,31.81,03/11/15
NO2,32.66,03/11/16
NO2,33.13,03/11/17
NO2,33.47,03/11/18
NO2,33.16,03/11/19
NO2,33.63,03/11/20
NO2,33.06,03/11/21
NO2,32.81,03/11/22
NO2,32.88,03/11/23
NO2,33.34,03/11/24
NO2,33.75,03/11/25
NO2,33.19,03/11/26
NO2,32.75,03/11/27
NO2,33.00,03/11/28
NO2,33.50,03/11/29
NO2,33.81,03/11/30
NO2,34.41,03/12/1
NO2,34.63,03/12/2
NO2,34.66,03/12/3
NO2,36.66,03/12/4
NO2,36.81,03/12/5
NO2,36.19,03/12/6
NO2,35.69,03/12/7
NO2,34.78,03/12/8
NO2,33.84,03/12/9
NO2,33.41,03/12/10
NO2,35.06,03/12/11
NO2,35.69,03/12/12
NO2,36.41,03/12/13
NO2,37.56,03/12/14
NO2,38.50,03/12/15
NO2,39.09,03/12/16
NO2,40.81,03/12/17
NO2,42.41,03/12/18
NO2,44.25,03/12/19
NO2,44.13,03/12/20
NO2,43.81,03/12/21
NO2,43.97,03/12/22
NO2,43.88,03/12/23
NO2,43.06,03/12/24
NO2,44.66,03/12/25
NO2,45.16,03/12/26
NO2,45.56,03/12/27
NO2,46.47,03/12/28
NO2,46.50,03/12/29
NO2,47.03,03/12/30
NO2,46.38,03/12/31
NO2,46.09,04/1/1
NO2,46.56,04/1/2
NO2,46.06,04/1/3
NO2,45.81,04/1/4
NO2,47.91,04/1/5
NO2,50.31,04/1/6
NO2,53.34,04/1/7
NO2,54.66,04/1/8
NO2,54.59,04/1/9
NO2,54.31,04/1/10
NO2,54.50,04/1/11
NO2,54.38,04/1/12
NO2,52.78,04/1/13
NO2,50.81,04/1/14
NO2,50.25,04/1/15
NO2,51.06,04/1/16
NO2,50.47,04/1/17
NO2,50.34,04/1/18
NO2,49.59,04/1/19
NO2,49.34,04/1/20
NO2,49.97,04/1/21
NO2,48.31,04/1/22
NO2,47.41,04/1/23
NO2,45.88,04/1/24
NO2,42.41,04/1/25
NO2,38.75,04/1/26
NO2,35.13,04/1/27
NO2,32.38,04/1/28
NO2,32.63,04/1/29
NO2,32.94,04/1/30
NO2,33.00,04/1/31
NO2,34.59,04/2/1
NO2,36.38,04/2/2
NO2,35.91,04/2/3
NO2,35.88,04/2/4
NO2,35.16,04/2/5
NO2,35.19,04/2/6
NO2,35.22,04/2/7
NO2,35.34,04/2/8
NO2,35.28,04/2/9
NO2,35.00,04/2/10
NO2,35.75,04/2/11
NO2,37.78,04/2/12
NO2,39.63,04/2/13
NO2,40.66,04/2/14
NO2,40.47,04/2/15
NO2,40.44,04/2/16
NO2,40.66,04/2/17
NO2,42.63,04/2/18
NO2,42.25,04/2/19
NO2,43.09,04/2/20
NO2,43.28,04/2/21
NO2,41.84,04/2/22
NO2,41.50,04/2/23
NO2,41.31,04/2/24
NO2,40.94,04/2/25
NO2,41.13,04/2/26
NO2,41.47,04/2/27
NO2,41.41,04/2/28
NO2,40.84,04/3/1
NO2,40.53,04/3/2
NO2,40.56,04/3/3
NO2,38.94,04/3/4
NO2,37.34,04/3/5
NO2,37.03,04/3/6
NO2,37.03,04/3/7
NO2,37.00,04/3/8
NO2,36.50,04/3/9
NO2,34.41,04/3/10
NO2,33.81,04/3/11
NO2,32.28,04/3/12
NO2,30.13,04/3/13
NO2,29.47,04/3/14
NO2,30.13,04/3/15
NO2,29.72,04/3/16
NO2,30.13,04/3/17
NO2,29.91,04/3/18
NO2,29.44,04/3/19
NO2,29.41,04/3/20
NO2,29.84,04/3/21
NO2,30.59,04/3/22
NO2,30.47,04/3/23
NO2,29.91,04/3/24
NO2,30.09,04/3/25
NO2,30.28,04/3/26
NO2,30.84,04/3/27
NO2,30.25,04/3/28
NO2,29.81,04/3/29
NO2,30.03,04/3/30
NO2,30.22,04/3/31
NO2,29.72,04/4/1
NO2,29.66,04/4/2
NO2,29.97,04/4/3
NO2,29.19,04/4/4
NO2,29.28,04/4/5
NO2,28.44,04/4/6
NO2,28.78,04/4/7
NO2,28.88,04/4/8
NO2,28.56,04/4/9
NO2,28.06,04/4/10
NO2,26.84,04/4/11
NO2,27.63,04/4/12
NO2,28.75,04/4/13
NO2,28.75,04/4/14
NO2,28.63,04/4/15
NO2,27.84,04/4/16
NO2,27.78,04/4/17
NO2,28.06,04/4/18
NO2,28.03,04/4/19
NO2,28.22,04/4/20
NO2,28.78,04/4/21
NO2,29.22,04/4/22
NO2,28.75,04/4/23
NO2,29.25,04/4/24
NO2,30.06,04/4/25
NO2,30.81,04/4/26
NO2,30.84,04/4/27
NO2,30.50,04/4/28
NO2,30.63,04/4/29
NO2,30.47,04/4/30
NO2,30.69,04/5/1
NO2,30.03,04/5/2
NO2,29.94,04/5/3
NO2,29.34,04/5/4
NO2,29.44,04/5/5
NO2,29.63,04/5/6
NO2,30.72,04/5/7
NO2,31.59,04/5/8
NO2,31.50,04/5/9
NO2,32.06,04/5/10
NO2,32.66,04/5/11
NO2,33.22,04/5/12
NO2,34.19,04/5/13
NO2,34.50,04/5/14
NO2,34.53,04/5/15
NO2,34.53,04/5/16
NO2,34.91,04/5/17
NO2,35.25,04/5/18
NO2,35.66,04/5/19
NO2,36.09,04/5/20
NO2,36.03,04/5/21
NO2,36.16,04/5/22
NO2,35.88,04/5/23
NO2,36.56,04/5/24
NO2,36.25,04/5/25
NO2,36.16,04/5/26
NO2,35.06,04/5/27
NO2,34.38,04/5/28
NO2,34.63,04/5/29
NO2,34.78,04/5/30
NO2,33.84,04/5/31
NO2,33.28,04/6/1
NO2,32.56,04/6/2
NO2,33.00,04/6/3
NO2,32.56,04/6/4
NO2,32.94,04/6/5
NO2,33.09,04/6/6
NO2,34.16,04/6/7
NO2,34.31,04/6/8
NO2,35.13,04/6/9
NO2,35.31,04/6/10
NO2,35.63,04/6/11
NO2,36.03,04/6/12
NO2,36.81,04/6/13
NO2,37.81,04/6/14
NO2,38.72,04/6/15
NO2,39.50,04/6/16
NO2,39.50,04/6/17
NO2,38.56,04/6/18
NO2,37.34,04/6/19
NO2,37.59,04/6/20
NO2,37.84,04/6/21
NO2,38.63,04/6/22
NO2,38.31,04/6/23
NO2,38.06,04/6/24
NO2,37.94,04/6/25
NO2,37.00,04/6/26
NO2,36.13,04/6/27
NO2,35.97,04/6/28
NO2,35.28,04/6/29
NO2,35.22,04/6/30
NO2,34.53,04/7/1
NO2,33.38,04/7/2
NO2,32.47,04/7/3
NO2,31.47,04/7/4
NO2,30.44,04/7/5
NO2,29.88,04/7/6
NO2,29.81,04/7/7
NO2,30.38,04/7/8
NO2,30.47,04/7/9
NO2,30.13,04/7/10
NO2,29.69,04/7/11
NO2,28.63,04/7/12
NO2,27.44,04/7/13
NO2,27.00,04/7/14
NO2,26.47,04/7/15
NO2,26.44,04/7/16
NO2,25.91,04/7/17
NO2,24.94,04/7/18
NO2,24.09,04/7/19
NO2,23.44,04/7/20
NO2,22.75,04/7/21
NO2,22.31,04/7/22
NO2,21.41,04/7/23
NO2,20.56,04/7/24
NO2,20.00,04/7/25
NO2,19.44,04/7/26
NO2,18.88,04/7/27
NO2,18.03,04/7/28
NO2,17.78,04/7/29
NO2,17.41,04/7/30
NO2,16.66,04/7/31
NO2,16.16,04/8/1
NO2,15.94,04/8/2
NO2,15.53,04/8/3
NO2,14.84,04/8/4
NO2,14.06,04/8/5
NO2,13.31,04/8/6
NO2,13.09,04/8/7
NO2,12.72,04/8/8
NO2,12.38,04/8/9
NO2,12.16,04/8/10
NO2,11.94,04/8/11
NO2,11.72,04/8/12
NO2,11.50,04/8/13
NO2,11.28,04/8/14
NO2,10.88,04/8/15
NO2,10.47,04/8/16
NO2,10.25,04/8/17
NO2,9.97,04/8/18
NO2,9.84,04/8/19
NO2,9.94,04/8/20
NO2,10.31,04/8/21
NO2,10.38,04/8/22
NO2,10.22,04/8/23
NO2,10.19,04/8/24
NO2,10.41,04/8/25
NO2,10.66,04/8/26
NO2,10.84,04/8/27
NO2,11.06,04/8/28
NO2,11.16,04/8/29
NO2,11.50,04/8/30
NO2,11.75,04/8/31
NO2,11.81,04/9/1
NO2,12.19,04/9/2
NO2,12.63,04/9/3
NO2,13.28,04/9/4
NO2,13.72,04/9/5
NO2,14.44,04/9/6
NO2,14.94,04/9/7
NO2,14.75,04/9/8
NO2,14.69,04/9/9
NO2,14.34,04/9/10
NO2,14.94,04/9/11
NO2,15.59,04/9/12
NO2,15.50,04/9/13
NO2,15.44,04/9/14
NO2,15.44,04/9/15
NO2,14.81,04/9/16
NO2,14.44,04/9/17
NO2,14.19,04/9/18
NO2,13.59,04/9/19
NO2,13.16,04/9/20
NO2,12.91,04/9/21
NO2,12.38,04/9/22
NO2,11.88,04/9/23
NO2,11.19,04/9/24
NO2,10.59,04/9/25
NO2,9.81,04/9/26
