key,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
NO2,0.018,0.038,0.051,0.012,0.009,0.021,0.011,0.023,0.021,0.014
NO2,0.014,0.045,0.066,0.010,0.008,0.007,0.012,0.028,0.020,0.026
NO2,0.014,0.054,0.045,0.015,0.007,0.012,0.019,0.024,0.022,0.014
NO2,0.036,0.064,0.058,0.015,0.009,0.011,0.014,0.019,0.017,0.012
NO2,0.047,0.044,0.048,0.016,0.009,0.013,0.016,0.019,0.016,0.017
NO2,0.044,0.063,0.040,0.026,0.016,0.011,0.009,0.020,0.014,0.022
NO2,0.052,0.054,0.054,0.017,0.010,0.015,0.010,0.024,0.017,0.016
NO2,0.053,0.030,0.064,0.017,0.010,0.026,0.008,0.025,0.028,0.015
NO2,0.053,0.009,0.054,0.022,0.011,0.012,0.012,0.019,0.018,0.011
NO2,0.046,0.045,0.047,0.022,0.011,0.011,0.007,0.022,0.015,0.010
NO2,0.035,0.042,0.040,0.012,0.015,0.013,0.007,0.024,0.021,0.020
NO2,0.048,0.030,0.034,0.015,0.015,0.013,0.007,0.023,0.024,0.018
NO2,0.043,0.052,0.046,0.015,0.012,0.013,0.007,0.035,0.026,0.011
NO2,0.051,0.030,0.060,0.019,0.015,0.019,0.013,0.036,0.020,0.014
NO2,0.020,0.031,0.071,0.013,0.019,0.019,0.008,0.028,0.013,0.009
NO2,0.027,0.050,0.044,0.009,0.021,0.016,0.009,0.025,0.012,0.010
NO2,0.039,0.038,0.051,0.012,0.010,0.018,0.008,0.024,0.018,0.014
NO2,0.037,0.026,0.042,0.013,0.014,0.013,0.007,0.024,0.020,0.015
NO2,0.053,0.018,0.071,0.016,0.009,0.007,0.008,0.021,0.017,0.016
NO2,0.038,0.021,0.056,0.020,0.013,0.009,0.010,0.073,0.017,0.010
NO2,0.030,0.023,0.063,0.019,0.015,0.010,0.008,0.076,0.017,0.025
NO2,0.037,0.020,0.071,0.025,0.013,0.011,0.011,0.033,0.013,0.029
NO2,0.034,0.025,0.079,0.012,0.011,0.012,0.012,0.016,0.018,0.014
NO2,0.038,0.020,0.063,0.014,0.010,0.012,0.016,0.017,0.018,0.012
NO2,0.041,0.022,0.074,0.014,0.016,0.014,0.008,0.013,0.015,0.012
NO2,0.042,0.012,0.046,0.019,0.012,0.019,0.014,0.010,0.014,0.019
NO2,0.021,0.015,0.064,0.014,0.011,0.015,0.017,0.011,0.016,0.021
NO2,0.031,0.021,0.077,0.014,0.011,0.014,0.014,0.011,0.017,0.010
NO2,0.037,0.014,0.079,0.011,0.011,0.013,0.014,0.015,0.020,0.013
NO2,0.025,0.014,0.079,0.017,0.012,0.014,0.013,0.016,0.022,0.015
NO2,0.030,0.018,0.069,0.018,0.012,0.015,0.017,0.018,0.016,0.013
NO2,0.035,0.019,0.059,0.018,0.012,0.015,0.023,0.017,0.013,0.015
NO2,0.034,0.020,0.046,0.027,0.010,0.010,0.017,0.019,0.010,0.013
NO2,0.028,0.023,0.030,0.012,0.015,0.013,0.015,0.009,0.011,0.016
NO2,0.025,0.022,0.032,0.013,0.021,0.011,0.011,0.013,0.012,0.019
NO2,0.026,0.030,0.052,0.014,0.010,0.016,0.007,0.009,0.012,0.021
NO2,0.028,0.023,0.059,0.014,0.012,0.012,0.008,0.013,0.020,0.014
NO2,0.033,0.026,0.067,0.018,0.010,0.012,0.010,0.009,0.015,0.010
NO2,0.024,0.016,0.061,0.017,0.011,0.013,0.009,0.011,0.017,0.011
NO2,0.026,0.013,0.048,0.017,0.008,0.013,0.008,0.011,0.025,0.010
NO2,0.016,0.018,0.059,0.015,0.006,0.014,0.010,0.010,0.026,0.017
NO2,0.030,0.026,0.041,0.016,0.007,0.015,0.006,0.011,0.037,0.014
NO2,0.043,0.026,0.051,0.011,0.007,0.012,0.011,0.010,0.034,0.010
NO2,0.030,0.029,0.058,0.010,0.005,0.010,0.006,0.009,0.020,0.014
NO2,0.036,0.019,0.052,0.011,0.010,0.010,0.006,0.011,0.012,0.009
NO2,0.023,0.019,0.044,0.008,0.009,0.013,0.005,0.010,0.012,0.015
NO2,0.015,0.024,0.042,0.012,0.008,0.012,0.006,0.012,0.013,0.009
NO2,0.022,0.023,0.040,0.008,0.010,0.009,0.006,0.013,0.014,0.008
NO2,0.022,0.027,0.050,0.007,0.013,0.011,0.007,0.013,0.012,0.014
NO2,0.026,0.019,0.047,0.014,0.012,0.013,0.006,0.014,0.023,0.013
NO2,0.037,0.013,0.036,0.013,0.011,0.011,0.007,0.010,0.019,0.019
NO2,0.022,0.019,0.041,0.014,0.018,0.011,0.006,0.009,0.018,0.014
NO2,0.018,0.015,0.044,0.009,0.012,0.011,0.006,0.009,0.019,0.015
NO2,0.025,0.014,0.048,0.016,0.014,0.010,0.007,0.013,0.018,0.015
NO2,0.029,0.016,0.035,0.026,0.018,0.010,0.008,0.012,0.013,0.013
NO2,0.034,0.018,0.041,0.019,0.016,0.010,0.011,0.008,0.018,0.021
NO2,0.030,0.024,0.045,0.012,0.016,0.010,0.012,0.010,0.015,0.016
NO2,0.016,0.021,0.033,0.020,0.012,0.012,0.013,0.009,0.018,0.015
NO2,0.016,0.015,0.023,0.014,0.015,0.015,0.009,0.012,0.012,0.014
NO2,0.014,0.014,0.034,0.016,0.015,0.012,0.010,0.009,0.013,0.019
NO2,0.026,0.017,0.042,0.008,0.009,0.013,0.012,0.008,0.019,0.016
NO2,0.030,0.018,0.040,0.016,0.011,0.010,0.007,0.011,0.020,0.011
NO2,0.036,0.018,0.034,0.020,0.013,0.008,0.010,0.009,0.016,0.011
NO2,0.033,0.020,0.027,0.017,0.014,0.009,0.009,0.009,0.021,0.018
NO2,0.017,0.012,0.025,0.017,0.012,0.008,0.008,0.008,0.017,0.019
NO2,0.013,0.025,0.023,0.019,0.012,0.008,0.009,0.011,0.016,0.011
NO2,0.014,0.022,0.020,0.022,0.016,0.011,0.007,0.008,0.011,0.015
NO2,0.015,0.020,0.026,0.014,0.016,0.010,0.010,0.010,0.015,0.013
NO2,0.019,0.019,0.021,0.016,0.019,0.012,0.012,0.011,0.013,0.013
NO2,0.018,0.020,0.020,0.010,0.019,0.015,0.011,0.009,0.014,0.011
NO2,0.022,0.019,0.018,0.016,0.011,0.015,0.009,0.008,0.017,0.009
NO2,0.031,0.022,0.023,0.009,0.012,0.014,0.011,0.008,0.017,0.007
NO2,0.018,0.013,0.026,0.027,0.018,0.011,0.012,0.008,0.016,0.012
NO2,0.015,0.013,0.021,0.025,0.019,0.008,0.013,0.013,0.012,0.009
NO2,0.012,0.014,0.027,0.032,0.016,0.013,0.009,0.011,0.013,0.010
NO2,0.017,0.018,0.029,0.023,0.013,0.012,0.008,0.011,0.011,0.015
NO2,0.032,0.024,0.021,0.027,0.010,0.015,0.009,0.009,0.011,0.011
NO2,0.023,0.014,0.017,0.018,0.010,0.009,0.006,0.013,0.011,0.011
NO2,0.023,0.019,0.016,0.022,0.013,0.009,0.007,0.012,0.012,0.013
NO2,0.024,0.014,0.021,0.015,0.017,0.011,0.006,0.010,0.022,0.016
NO2,0.022,0.021,0.020,0.021,0.019,0.012,0.011,0.014,0.029,0.015
NO2,0.023,0.025,0.015,0.024,0.013,0.012,0.009,0.014,0.014,0.020
NO2,0.020,0.019,0.010,0.028,0.014,0.012,0.008,0.011,0.013,0.034
NO2,0.025,0.021,0.020,0.026,0.014,0.012,0.010,0.014,0.025,0.053
NO2,0.020,0.023,0.013,0.024,0.015,0.011,0.008,0.013,0.021,0.040
NO2,0.021,0.028,0.012,0.014,0.016,0.010,0.009,0.014,0.013,0.043
NO2,0.021,0.029,0.013,0.014,0.015,0.010,0.006,0.012,0.011,0.041
NO2,0.027,0.025,0.019,0.011,0.010,0.009,0.008,0.013,0.023,0.080
NO2,0.031,0.024,0.014,0.012,0.011,0.014,0.007,0.010,0.021,0.043
NO2,0.035,0.035,0.013,0.011,0.017,0.012,0.010,0.011,0.017,0.043
NO2,0.040,0.026,0.011,0.016,0.013,0.011,0.011,0.010,0.018,0.036
NO2,0.026,0.021,0.010,0.029,0.018,0.016,0.011,0.009,0.015,0.032
NO2,0.036,0.022,0.013,0.030,0.017,0.015,0.009,0.010,0.022,0.040
NO2,0.044,0.021,0.014,0.022,0.018,0.016,0.008,0.010,0.026,0.037
NO2,0.041,0.026,0.018,0.021,0.019,0.012,0.007,0.013,0.021,0.038
NO2,0.044,0.019,0.025,0.015,0.023,0.011,0.006,0.011,0.017,0.033
NO2,0.022,0.024,0.024,0.031,0.031,0.011,0.008,0.011,0.011,0.031
NO2,0.025,0.018,0.029,0.036,0.024,0.015,0.009,0.011,0.016,0.026
NO2,0.043,0.019,0.018,0.043,0.022,0.011,0.008,0.017,0.020,0.023
NO2,0.030,0.012,0.016,0.043,0.029,0.008,0.008,0.016,0.012,0.026
NO2,0.043,0.013,0.019,0.037,0.026,0.012,0.007,0.016,0.014,0.034
NO2,0.034,0.013,0.022,0.022,0.025,0.011,0.008,0.015,0.023,0.035
NO2,0.046,0.017,0.018,0.037,0.027,0.012,0.010,0.012,0.024,0.051
NO2,0.031,0.022,0.026,0.036,0.021,0.009,0.010,0.010,0.020,0.056
NO2,0.030,0.019,0.020,0.018,0.018,0.007,0.009,0.011,0.013,0.054
NO2,0.045,0.021,0.015,0.025,0.026,0.009,0.010,0.015,0.017,0.057
NO2,0.028,0.018,0.024,0.038,0.021,0.011,0.012,0.011,0.020,0.056
NO2,0.034,0.020,0.027,0.038,0.018,0.010,0.008,0.012,0.017,0.053
NO2,0.041,0.023,0.016,0.049,0.018,0.011,0.010,0.013,0.026,0.050
NO2,0.040,0.022,0.025,0.032,0.031,0.013,0.011,0.013,0.028,0.033
NO2,0.024,0.021,0.025,0.032,0.028,0.012,0.015,0.014,0.018,0.056
NO2,0.019,0.030,0.031,0.033,0.024,0.010,0.013,0.014,0.019,0.062
NO2,0.019,0.034,0.027,0.046,0.010,0.013,0.013,0.011,0.020,0.045
NO2,0.017,0.018,0.037,0.044,0.015,0.014,0.009,0.011,0.025,0.052
NO2,0.031,0.025,0.034,0.050,0.018,0.014,0.012,0.012,0.026,0.051
NO2,0.033,0.028,0.019,0.045,0.014,0.019,0.012,0.009,0.023,0.054
NO2,0.050,0.023,0.022,0.026,0.021,0.023,0.014,0.011,0.015,0.052
NO2,0.054,0.015,0.018,0.029,0.017,0.018,0.013,0.015,0.019,0.057
NO2,0.047,0.028,0.037,0.019,0.016,0.015,0.009,0.018,0.023,0.051
NO2,0.044,0.028,0.037,0.021,0.015,0.018,0.012,0.017,0.024,0.049
NO2,0.014,0.030,0.016,0.022,0.026,0.019,0.018,0.013,0.024,0.052
NO2,0.026,0.027,0.020,0.018,0.033,0.019,0.021,0.015,0.025,0.047
NO2,0.026,0.033,0.018,0.016,0.031,0.021,0.018,0.012,0.021,0.053
NO2,0.037,0.030,0.006,0.026,0.029,0.022,0.012,0.013,0.021,0.046
NO2,0.037,0.025,0.008,0.017,0.027,0.019,0.017,0.015,0.017,0.051
NO2,0.052,0.026,0.007,0.021,0.029,0.021,0.016,0.010,0.011,0.014
NO2,0.054,0.016,0.005,0.030,0.022,0.021,0.016,0.016,0.018,0.043
NO2,0.052,0.013,0.013,0.017,0.029,0.014,0.014,0.019,0.014,0.039
NO2,0.024,0.018,0.008,0.020,0.022,0.010,0.011,0.016,0.020,0.050
NO2,0.020,0.024,0.008,0.015,0.024,0.016,0.013,0.012,0.026,0.052
NO2,0.031,0.022,0.009,0.015,0.023,0.025,0.013,0.014,0.013,0.052
NO2,0.039,0.013,0.009,0.023,0.026,0.018,0.011,0.011,0.018,0.055
NO2,0.044,0.018,0.008,0.023,0.020,0.017,0.011,0.015,0.028,0.053
NO2,0.026,0.023,0.012,0.033,0.021,0.017,0.013,0.015,0.027,0.053
NO2,0.042,0.049,0.008,0.025,0.029,0.018,0.012,0.018,0.021,0.052
NO2,0.034,0.042,0.011,0.034,0.018,0.016,0.014,0.016,0.020,0.055
NO2,0.031,0.027,0.014,0.025,0.024,0.012,0.012,0.021,0.023,0.051
NO2,0.037,0.035,0.011,0.022,0.026,0.016,0.012,0.021,0.024,0.056
NO2,0.046,0.060,0.012,0.015,0.020,0.013,0.013,0.016,0.027,0.054
NO2,0.030,0.048,0.007,0.014,0.026,0.019,0.022,0.012,0.021,0.053
NO2,0.032,0.043,0.006,0.016,0.024,0.012,0.017,0.017,0.019,0.049
NO2,0.026,0.045,0.007,0.016,0.017,0.013,0.017,0.013,0.022,0.051
NO2,0.048,0.058,0.008,0.021,0.022,0.013,0.017,0.018,0.021,0.050
NO2,0.054,0.056,0.011,0.025,0.031,0.017,0.015,0.015,0.020,0.056
NO2,0.023,0.035,0.010,0.023,0.031,0.011,0.010,0.023,0.018,0.054
NO2,0.033,0.040,0.010,0.018,0.021,0.010,0.015,0.019,0.019,0.057
NO2,0.041,0.039,0.015,0.020,0.024,0.013,0.015,0.019,0.022,0.058
NO2,0.040,0.061,0.026,0.024,0.024,0.019,0.017,0.021,0.033,0.056
NO2,0.038,0.068,0.023,0.026,0.017,0.016,0.016,0.017,0.021,0.098
NO2,0.032,0.053,0.020,0.036,0.016,0.017,0.017,0.020,0.018,0.063
NO2,0.028,0.015,0.012,0.037,0.025,0.022,0.017,0.020,0.019,0.060
NO2,0.033,0.018,0.015,0.026,0.027,0.029,0.014,0.015,0.023,0.053
NO2,0.039,0.033,0.009,0.026,0.017,0.026,0.027,0.015,0.028,0.052
NO2,0.046,0.051,0.012,0.023,0.017,0.022,0.040,0.013,0.024,0.049
NO2,0.040,0.070,0.021,0.023,0.018,0.025,0.019,0.014,0.020,0.052
NO2,0.045,0.067,0.022,0.027,0.021,0.024,0.023,0.015,0.027,0.056
NO2,0.029,0.081,0.018,0.026,0.019,0.014,0.018,0.014,0.021,0.057
NO2,0.011,0.060,0.018,0.041,0.024,0.021,0.057,0.011,0.018,0.054
NO2,0.015,0.036,0.021,0.034,0.019,0.025,0.044,0.013,0.022,0.052
NO2,0.019,0.051,0.019,0.015,0.022,0.034,0.052,0.023,0.029,0.054
NO2,0.019,0.043,0.013,0.018,0.015,0.036,0.040,0.019,0.034,0.057
NO2,0.021,0.047,0.018,0.037,0.013,0.040,0.047,0.022,0.035,0.065
NO2,0.029,0.041,0.015,0.021,0.024,0.035,0.048,0.014,0.037,0.049
NO2,0.018,0.087,0.016,0.048,0.027,0.028,0.013,0.014,0.017,0.055
NO2,0.022,0.055,0.006,0.029,0.017,0.052,0.050,0.014,0.018,0.057
NO2,0.025,0.038,0.011,0.024,0.020,0.044,0.046,0.026,0.017,0.065
NO2,0.023,0.050,0.017,0.019,0.012,0.035,0.036,0.019,0.024,0.068
NO2,0.038,0.084,0.024,0.020,0.025,0.034,0.047,0.016,0.026,0.065
NO2,0.051,0.056,0.024,0.022,0.019,0.036,0.032,0.026,0.028,0.071
NO2,0.037,0.055,0.018,0.021,0.014,0.037,0.017,0.016,0.030,0.076
NO2,0.026,0.046,0.013,0.013,0.030,0.040,0.025,0.014,0.018,0.062
NO2,0.035,0.038,0.015,0.021,0.029,0.036,0.018,0.009,0.022,0.076
NO2,0.022,0.038,0.022,0.033,0.027,0.046,0.030,0.011,0.022,0.074
NO2,0.036,0.051,0.018,0.040,0.022,0.056,0.034,0.012,0.024,0.071
NO2,0.054,0.072,0.012,0.044,0.018,0.049,0.030,0.022,0.022,0.067
NO2,0.072,0.049,0.013,0.025,0.016,0.052,0.043,0.016,0.023,0.058
NO2,0.046,0.017,0.010,0.018,0.020,0.048,0.038,0.017,0.019,0.065
NO2,0.031,0.025,0.019,0.033,0.021,0.046,0.026,0.079,0.015,0.078
NO2,0.028,0.041,0.028,0.047,0.031,0.045,0.018,0.080,0.021,0.071
NO2,0.026,0.057,0.019,0.024,0.029,0.042,0.034,0.043,0.031,0.073
NO2,0.040,0.055,0.015,0.034,0.016,0.051,0.025,0.042,0.025,0.075
NO2,0.043,0.057,0.033,0.051,0.021,0.050,0.038,0.049,0.019,0.076
NO2,0.031,0.062,0.040,0.020,0.025,0.050,0.038,0.065,0.017,0.075
NO2,0.054,0.068,0.031,0.020,0.021,0.062,0.067,0.077,0.021,0.076
NO2,0.054,0.081,0.026,0.026,0.019,0.047,0.047,0.051,0.022,0.077
NO2,0.039,0.053,0.015,0.038,0.034,0.037,0.063,0.057,0.019,0.074
NO2,0.019,0.061,0.016,0.032,0.026,0.045,0.029,0.039,0.029,0.072
NO2,0.021,0.078,0.018,0.031,0.036,0.040,0.029,0.049,0.023,0.060
NO2,0.038,0.071,0.015,0.051,0.025,0.038,0.028,0.033,0.019,0.067
NO2,0.051,0.037,0.018,0.039,0.023,0.041,0.023,0.025,0.020,0.073
NO2,0.052,0.038,0.012,0.040,0.017,0.047,0.034,0.025,0.023,0.066
NO2,0.062,0.040,0.017,0.037,0.020,0.058,0.041,0.021,0.021,0.083
NO2,0.030,0.053,0.014,0.022,0.013,0.057,0.050,0.016,0.025,0.081
NO2,0.050,0.064,0.012,0.025,0.015,0.052,0.053,0.028,0.023,0.079
NO2,0.065,0.054,0.003,0.031,0.015,0.060,0.040,0.025,0.022,0.087
NO2,0.029,0.035,0.008,0.035,0.017,0.038,0.024,0.016,0.022,0.153
NO2,0.043,0.025,0.010,0.031,0.012,0.039,0.022,0.016,0.021,0.113
NO2,0.045,0.041,0.017,0.026,0.015,0.046,0.024,0.016,0.020,0.143
NO2,0.054,0.051,0.017,0.023,0.019,0.055,0.030,0.018,0.018,0.084
NO2,0.060,0.076,0.017,0.026,0.017,0.045,0.022,0.020,0.024,0.052
NO2,0.068,0.062,0.020,0.029,0.021,0.044,0.025,0.019,0.026,0.072
NO2,0.063,0.058,0.020,0.022,0.017,0.040,0.032,0.043,0.021,0.088
NO2,0.050,0.103,0.022,0.029,0.017,0.040,0.033,0.051,0.019,0.099
NO2,0.040,0.073,0.018,0.016,0.017,0.059,0.027,0.040,0.019,0.118
NO2,0.027,0.062,0.011,0.013,0.020,0.034,0.015,0.042,0.020,0.116
NO2,0.019,0.037,0.011,0.023,0.025,0.031,0.024,0.039,0.020,0.105
NO2,0.018,0.032,0.009,0.026,0.022,0.022,0.021,0.046,0.018,0.063
NO2,0.014,0.048,0.012,0.038,0.012,0.024,0.029,0.049,0.020,0.053
NO2,0.039,0.057,0.012,0.042,0.014,0.018,0.028,0.062,0.020,0.057
NO2,0.033,0.085,0.016,0.046,0.016,0.024,0.080,0.058,0.019,0.065
NO2,0.041,0.058,0.015,0.018,0.013,0.025,0.023,0.049,0.016,0.055
NO2,0.042,0.063,0.011,0.026,0.015,0.013,0.046,0.041,0.016,0.062
NO2,0.056,0.085,0.017,0.028,0.020,0.016,0.026,0.048,0.019,0.078
NO2,0.067,0.087,0.015,0.030,0.025,0.018,0.029,0.043,0.014,0.065
NO2,0.075,0.073,0.013,0.027,0.025,0.015,0.031,0.057,0.020,0.051
NO2,0.023,0.085,0.012,0.029,0.025,0.014,0.046,0.042,0.019,0.051
NO2,0.032,0.076,0.015,0.026,0.020,0.017,0.057,0.051,0.021,0.068
NO2,0.042,0.090,0.015,0.024,0.032,0.017,0.054,0.042,0.020,0.066
NO2,0.050,0.047,0.013,0.029,0.033,0.014,0.052,0.046,0.027,0.082
NO2,0.058,0.066,0.016,0.042,0.054,0.023,0.055,0.052,0.020,0.106
NO2,0.041,0.067,0.018,0.022,0.048,0.018,0.056,0.049,0.022,0.137
NO2,0.019,0.055,0.016,0.029,0.042,0.015,0.055,0.051,0.024,0.091
NO2,0.021,0.090,0.012,0.045,0.056,0.018,0.050,0.054,0.034,0.076
NO2,0.019,0.102,0.016,0.062,0.058,0.018,0.053,0.046,0.017,0.091
NO2,0.026,0.078,0.028,0.042,0.055,0.019,0.052,0.048,0.021,0.065
NO2,0.076,0.050,0.029,0.050,0.043,0.019,0.053,0.044,0.026,0.083
NO2,0.103,0.061,0.028,0.077,0.029,0.019,0.052,0.050,0.023,0.073
NO2,0.076,0.049,0.022,0.054,0.026,0.018,0.050,0.047,0.025,0.071
NO2,0.105,0.074,0.020,0.031,0.032,0.020,0.049,0.047,0.020,0.076
NO2,0.120,0.069,0.022,0.065,0.032,0.017,0.050,0.048,0.014,0.066
NO2,0.061,0.049,0.018,0.040,0.030,0.016,0.028,0.045,0.014,0.073
PM10,0.128,0.328,0.218,0.059,0.126,0.193,0.066,0.108,0.139,0.054
PM10,0.107,0.211,0.245,0.066,0.151,0.171,0.084,0.125,0.23,0.077
PM10,0.113,0.202,0.206,0.075,0.288,0.224,0.114,0.209,0.137,0.096
PM10,0.102,0.115,0.295,0.058,0.225,0.19,0.265,0.229,0.127,0.106
PM10,0.121,0.136,0.321,0.078,0.057,0.359,0.138,0.218,0.082,0.162
PM10,0.163,0.154,0.372,0.069,0.085,0.131,0.134,0.14,0.143,0.067
PM10,0.194,0.21,0.47,0.092,0.091,0.094,0.381,0.185,0.167,0.069
PM10,0.133,0.159,0.135,0.082,0.088,0.09,0.455,0.204,0.198,0.071
PM10,0.181,0.163,0.129,0.069,0.099,0.09,0.522,0.125,0.221,0.081
PM10,0.182,0.31,0.207,0.08,0.194,0.147,0.13,0.078,0.195,0.089
PM10,0.159,0.266,0.131,0.155,0.253,0.11,0.102,0.105,0.142,0.129
PM10,0.184,0.133,0.142,0.124,0.244,0.131,0.099,0.098,0.141,0.11
PM10,0.158,0.134,0.158,0.138,0.197,0.131,0.048,0.086,0.128,0.132
PM10,0.131,0.139,0.126,0.168,0.157,0.115,0.089,0.111,0.108,0.215
PM10,0.128,0.123,0.167,0.116,0.132,0.15,0.142,0.08,0.135,0.091
PM10,0.055,0.114,0.128,0.13,0.189,0.202,0.14,0.162,0.189,0.064
PM10,0.092,0.192,0.108,0.094,0.177,0.195,0.129,0.235,0.135,0.104
PM10,0.126,0.214,0.118,0.111,0.065,0.222,0.143,0.234,0.146,0.106
PM10,0.123,0.271,0.149,0.101,0.058,0.142,0.377,0.145,0.275,0.225
PM10,0.145,0.203,0.159,0.108,0.057,0.139,0.13,0.108,0.267,0.188
PM10,0.129,0.122,0.098,0.102,0.075,0.253,0.063,0.119,0.077,0.179
PM10,0.079,0.148,0.123,0.09,0.088,0.133,0.068,0.118,0.103,0.373
PM10,0.078,0.1,0.107,0.098,0.133,0.204,0.126,0.147,0.135,0.184
PM10,0.107,0.119,0.079,0.112,0.089,0.149,0.092,0.081,0.124,0.073
PM10,0.144,0.176,0.096,0.097,0.065,0.279,0.102,0.075,0.14,0.104
PM10,0.134,0.186,0.112,0.073,0.091,0.143,0.115,0.197,0.122,0.106
PM10,0.108,0.123,0.125,0.138,0.102,0.111,0.149,0.086,0.126,0.175
PM10,0.109,0.051,0.109,0.102,0.16,0.073,0.134,0.11,0.191,0.101
PM10,0.084,0.068,0.139,0.095,0.16,0.103,0.146,0.113,0.133,0.122
PM10,0.13,0.096,0.235,0.052,0.098,0.108,0.091,0.163,0.205,0.08
PM10,0.098,0.117,0.364,0.068,0.043,0.118,0.103,0.224,0.284,0.079
PM10,0.125,0.138,0.334,0.062,0.088,0.079,0.129,0.311,0.174,0.087
PM10,0.144,0.131,0.123,0.094,0.069,0.103,0.149,0.377,0.179,0.103
PM10,0.092,0.129,0.139,0.086,0.063,0.119,0.23,0.171,0.185,0.245
PM10,0.105,0.223,0.173,0.088,0.035,0.126,0.126,0.173,0.219,0.121
PM10,0.134,0.059,0.139,0.075,0.064,0.124,0.145,0.17,0.262,0.135
PM10,0.12,0.065,0.133,0.051,0.047,0.351,0.106,0.425,0.141,0.177
PM10,0.125,0.076,0.197,0.045,0.062,0.292,0.14,0.234,0.195,0.133
PM10,0.159,0.073,0.156,0.063,0.029,0.197,0.145,0.296,0.203,0.21
PM10,0.08,0.121,0.178,0.136,0.03,0.124,0.078,0.19,0.217,0.105
PM10,0.11,0.088,0.161,0.058,0.052,0.096,0.085,0.146,0.107,0.084
PM10,0.153,0.049,0.32,0.05,0.077,0.106,0.112,0.146,0.076,0.107
PM10,0.171,0.054,0.291,0.077,0.115,0.083,0.093,0.179,0.086,0.091
PM10,0.127,0.096,0.27,0.077,0.077,0.173,0.069,0.145,0.132,0.116
PM10,0.086,0.154,0.342,0.092,0.096,0.11,0.107,0.107,0.187,0.094
PM10,0.08,0.16,0.179,0.081,0.133,0.048,0.105,0.091,0.125,0.099
PM10,0.056,0.147,0.236,0.036,0.108,0.111,0.139,0.106,0.101,0.112
PM10,0.103,0.153,0.338,0.052,0.058,0.119,0.139,0.124,0.119,0.139
PM10,0.086,0.247,0.261,0.032,0.061,0.149,0.12,0.124,0.099,0.18
PM10,0.083,0.298,0.227,0.038,0.061,0.143,0.095,0.138,0.107,0.109
PM10,0.083,0.201,0.252,0.041,0.05,0.106,0.149,0.14,0.12,0.149
PM10,0.093,0.128,0.226,0.052,0.055,0.109,0.148,0.124,0.103,0.205
PM10,0.131,0.086,0.079,0.059,0.075,0.115,0.246,0.133,0.189,0.177
PM10,0.118,0.146,0.139,0.114,0.078,0.135,0.136,0.143,0.259,0.162
PM10,0.1,0.21,0.147,0.092,0.094,0.074,0.102,0.178,0.126,0.193
PM10,0.106,0.311,0.189,0.046,0.085,0.064,0.11,0.115,0.145,0.178
PM10,0.126,0.238,0.179,0.055,0.066,0.071,0.141,0.103,0.128,0.145
PM10,0.157,0.179,0.169,0.061,0.064,0.083,0.097,0.13,0.145,0.082
PM10,0.127,0.146,0.187,0.107,0.075,0.208,0.102,0.174,0.146,0.088
PM10,0.125,0.159,0.174,0.121,0.095,0.132,0.063,0.247,0.081,0.094
PM10,0.119,0.221,0.143,0.075,0.076,0.131,0.096,0.128,0.146,0.108
PM10,0.088,0.141,0.193,0.052,0.064,0.11,0.391,0.086,0.146,0.103
PM10,0.131,0.122,0.214,0.071,0.076,0.062,0.116,0.074,0.225,0.038
PM10,0.104,0.141,0.145,0.074,0.086,0.034,0.104,0.091,0.113,0.07
PM10,0.101,0.103,0.169,0.067,0.118,0.034,0.123,0.082,0.098,0.137
PM10,0.093,0.14,0.113,0.104,0.126,0.057,0.143,0.055,0.107,0.067
PM10,0.082,0.216,0.127,0.227,0.2,0.098,0.124,0.088,0.107,0.075
PM10,0.095,0.213,0.173,0.161,0.15,0.077,0.093,0.147,0.075,0.072
PM10,0.12,0.118,0.192,0.293,0.137,0.083,0.121,0.176,0.074,0.056
PM10,0.113,0.092,0.3,0.135,0.42,0.05,0.148,0.18,0.12,0.072
PM10,0.106,0.108,0.295,0.102,0.095,0.071,0.143,0.146,0.143,0.086
PM10,0.166,0.152,0.206,0.089,0.064,0.099,0.261,0.107,0.196,0.103
PM10,0.135,0.212,0.158,0.107,0.078,0.2,0.22,0.102,0.137,0.2
PM10,0.133,0.201,0.246,0.143,0.082,0.218,0.128,0.101,0.125,0.064
PM10,0.104,0.166,0.196,0.203,0.115,0.188,0.155,0.234,0.096,0.097
PM10,0.182,0.153,0.194,0.199,0.097,0.123,0.14,0.163,0.143,0.101
PM10,0.175,0.253,0.246,0.141,0.183,0.117,0.104,0.118,0.091,0.102
PM10,0.126,0.233,0.101,0.097,0.133,0.125,0.131,0.141,0.137,0.189
PM10,0.121,0.136,0.133,0.144,0.136,0.205,0.191,0.144,0.509,0.12
PM10,0.16,0.104,0.148,0.232,0.193,0.09,0.148,0.137,0.41,0.161
PM10,0.302,0.136,0.252,0.152,0.221,0.113,0.131,0.116,0.161,0.084
PM10,0.147,0.155,0.184,0.197,0.139,0.114,0.205,0.101,0.363,0.06
PM10,0.158,0.198,0.154,0.151,0.098,0.209,0.128,0.075,0.132,0.107
PM10,0.138,0.174,0.18,0.086,0.111,0.145,0.074,0.056,0.109,0.058
PM10,0.094,0.158,0.186,0.104,0.184,0.133,0.085,0.078,0.081,0.099
PM10,0.117,0.166,0.206,0.12,0.157,0.142,0.082,0.117,0.105,0.088
