key,value,date
NO2,22.05,02/10/7
NO2,21.86,02/10/8
NO2,22.06,02/10/9
NO2,22.16,02/10/10
NO2,22.11,02/10/11
NO2,21.98,02/10/12
NO2,22.05,02/10/13
NO2,22.27,02/10/14
NO2,22.58,02/10/15
NO2,23.03,02/10/16
NO2,23.17,02/10/17
NO2,23.36,02/10/18
NO2,23.03,02/10/19
NO2,22.36,02/10/20
NO2,21.86,02/10/21
NO2,21.47,02/10/22
NO2,21.55,02/10/23
NO2,21.47,02/10/24
NO2,21.52,02/10/25
NO2,21.22,02/10/26
NO2,20.98,02/10/27
NO2,20.56,02/10/28
NO2,20.08,02/10/29
NO2,19.86,02/10/30
NO2,20.28,02/10/31
NO2,20.55,02/11/1
NO2,20.47,02/11/2
NO2,20.41,02/11/3
NO2,20.06,02/11/4
NO2,20.22,02/11/5
NO2,20.41,02/11/6
NO2,21,02/11/7
NO2,21.23,02/11/8
NO2,21.14,02/11/9
NO2,20.86,02/11/10
NO2,20.8,02/11/11
NO2,20.92,02/11/12
NO2,21.19,02/11/13
NO2,20.92,02/11/14
NO2,20.92,02/11/15
NO2,21.41,02/11/16
NO2,21.5,02/11/17
NO2,21.16,02/11/18
NO2,20.86,02/11/19
NO2,20.86,02/11/20
NO2,21.16,02/11/21
NO2,21.53,02/11/22
NO2,21.98,02/11/23
NO2,21.84,02/11/24
NO2,21.91,02/11/25
NO2,22.3,02/11/26
NO2,22.05,02/11/27
NO2,22.27,02/11/28
NO2,22.8,02/11/29
NO2,23.41,02/11/30
NO2,24.05,02/12/1
NO2,24.81,02/12/2
NO2,25.47,02/12/3
NO2,25.8,02/12/4
NO2,26.14,02/12/5
NO2,26.22,02/12/6
NO2,26.13,02/12/7
NO2,26.05,02/12/8
NO2,25.67,02/12/9
NO2,25.48,02/12/10
NO2,25.42,02/12/11
NO2,25.66,02/12/12
NO2,25.77,02/12/13
NO2,26.3,02/12/14
NO2,26.78,02/12/15
NO2,27.11,02/12/16
NO2,26.34,02/12/17
NO2,26.13,02/12/18
NO2,26.3,02/12/19
NO2,26.64,02/12/20
NO2,27.14,02/12/21
NO2,27.16,02/12/22
NO2,26.78,02/12/23
NO2,26.63,02/12/24
NO2,26.08,02/12/25
NO2,25.64,02/12/26
NO2,26.22,02/12/27
NO2,27.89,02/12/28
NO2,28.75,02/12/29
NO2,30.19,02/12/30
NO2,31.89,02/12/31
NO2,32.03,03/1/1
NO2,32.31,03/1/2
NO2,32.7,03/1/3
NO2,32.53,03/1/4
NO2,32.03,03/1/5
NO2,32.17,03/1/6
NO2,32.13,03/1/7
NO2,32.09,03/1/8
NO2,32.11,03/1/9
NO2,31.92,03/1/10
NO2,32.08,03/1/11
NO2,32.28,03/1/12
NO2,32.09,03/1/13
NO2,32.08,03/1/14
NO2,32.17,03/1/15
NO2,32.33,03/1/16
NO2,32.47,03/1/17
NO2,33,03/1/18
NO2,33.17,03/1/19
NO2,33.69,03/1/20
NO2,34.27,03/1/21
NO2,34.56,03/1/22
NO2,34.91,03/1/23
NO2,34.59,03/1/24
NO2,34.33,03/1/25
NO2,35.17,03/1/26
NO2,35.5,03/1/27
NO2,35.36,03/1/28
NO2,35,03/1/29
NO2,34.67,03/1/30
NO2,34.81,03/1/31
NO2,35.38,03/2/1
NO2,35.75,03/2/2
NO2,36.36,03/2/3
NO2,36.72,03/2/4
NO2,36.66,03/2/5
NO2,35.22,03/2/6
NO2,34.56,03/2/7
NO2,32.94,03/2/8
NO2,31.02,03/2/9
NO2,30.83,03/2/10
NO2,29.86,03/2/11
NO2,29.34,03/2/12
NO2,29.2,03/2/13
NO2,29.31,03/2/14
NO2,29.75,03/2/15
NO2,30.22,03/2/16
NO2,30.48,03/2/17
NO2,30.5,03/2/18
NO2,30.77,03/2/19
NO2,30.58,03/2/20
NO2,30.13,03/2/21
NO2,30.09,03/2/22
NO2,29.88,03/2/23
NO2,29.92,03/2/24
NO2,30.25,03/2/25
NO2,30.77,03/2/26
NO2,30.78,03/2/27
NO2,30.67,03/2/28
NO2,30.45,03/3/1
NO2,30.05,03/3/2
NO2,30.08,03/3/3
NO2,29.33,03/3/4
NO2,29.19,03/3/5
NO2,28.98,03/3/6
NO2,28.31,03/3/7
NO2,28.14,03/3/8
NO2,28.58,03/3/9
NO2,29.09,03/3/10
NO2,29.11,03/3/11
NO2,28.72,03/3/12
NO2,28.42,03/3/13
NO2,28.38,03/3/14
NO2,28.34,03/3/15
NO2,28.45,03/3/16
NO2,28.17,03/3/17
NO2,28.42,03/3/18
NO2,29.09,03/3/19
NO2,29.83,03/3/20
NO2,29.77,03/3/21
NO2,29.64,03/3/22
NO2,30.27,03/3/23
NO2,30.84,03/3/24
NO2,31.31,03/3/25
NO2,31.48,03/3/26
NO2,30.97,03/3/27
NO2,30.58,03/3/28
NO2,30.36,03/3/29
NO2,29.94,03/3/30
NO2,30.02,03/3/31
NO2,29.97,03/4/1
NO2,29.8,03/4/2
NO2,29.75,03/4/3
NO2,29.89,03/4/4
NO2,29.94,03/4/5
NO2,30.09,03/4/6
NO2,29.84,03/4/7
NO2,29.77,03/4/8
NO2,29.83,03/4/9
NO2,29.75,03/4/10
NO2,29.61,03/4/11
NO2,29.44,03/4/12
NO2,29.47,03/4/13
NO2,29.83,03/4/14
NO2,29.66,03/4/15
NO2,29.52,03/4/16
NO2,29.27,03/4/17
NO2,29,03/4/18
NO2,28.58,03/4/19
NO2,28.61,03/4/20
NO2,28.92,03/4/21
NO2,28.89,03/4/22
NO2,28.64,03/4/23
NO2,28.52,03/4/24
NO2,28.77,03/4/25
NO2,28.64,03/4/26
NO2,28.25,03/4/27
NO2,27.91,03/4/28
NO2,27.28,03/4/29
NO2,27.28,03/4/30
NO2,27.16,03/5/1
NO2,26.67,03/5/2
NO2,26.14,03/5/3
NO2,25.95,03/5/4
NO2,25.91,03/5/5
NO2,26,03/5/6
NO2,25.98,03/5/7
NO2,25.8,03/5/8
NO2,25.97,03/5/9
NO2,25.81,03/5/10
NO2,25.55,03/5/11
NO2,25.48,03/5/12
NO2,25.77,03/5/13
NO2,25.95,03/5/14
NO2,25.92,03/5/15
NO2,25.58,03/5/16
NO2,25.59,03/5/17
NO2,25.75,03/5/18
NO2,26.02,03/5/19
NO2,25.97,03/5/20
NO2,26.28,03/5/21
NO2,26.31,03/5/22
NO2,26.28,03/5/23
NO2,25.47,03/5/24
NO2,25.64,03/5/25
NO2,25.91,03/5/26
NO2,25.97,03/5/27
NO2,26.09,03/5/28
NO2,26.05,03/5/29
NO2,25.91,03/5/30
NO2,25.98,03/5/31
NO2,26.05,03/6/1
NO2,26.05,03/6/2
NO2,25.58,03/6/3
NO2,24.78,03/6/4
NO2,24.42,03/6/5
NO2,24.34,03/6/6
NO2,23.88,03/6/7
NO2,23.67,03/6/8
NO2,23.5,03/6/9
NO2,23.17,03/6/10
NO2,22.98,03/6/11
NO2,22.92,03/6/12
NO2,22.39,03/6/13
NO2,21.86,03/6/14
NO2,21.53,03/6/15
NO2,21.14,03/6/16
NO2,20.92,03/6/17
NO2,20.66,03/6/18
NO2,20.06,03/6/19
NO2,19.81,03/6/20
NO2,19.67,03/6/21
NO2,19.28,03/6/22
NO2,18.81,03/6/23
NO2,18.44,03/6/24
NO2,18.13,03/6/25
NO2,17.83,03/6/26
NO2,17.39,03/6/27
NO2,16.84,03/6/28
NO2,16.45,03/6/29
NO2,15.77,03/6/30
NO2,15.3,03/7/1
NO2,15.19,03/7/2
NO2,15.47,03/7/3
NO2,15.06,03/7/4
NO2,14.61,03/7/5
NO2,14.44,03/7/6
NO2,13.86,03/7/7
NO2,13.61,03/7/8
NO2,13.38,03/7/9
NO2,12.88,03/7/10
NO2,12.66,03/7/11
NO2,12.58,03/7/12
NO2,12.53,03/7/13
NO2,12.42,03/7/14
NO2,12.33,03/7/15
NO2,12.3,03/7/16
NO2,12.19,03/7/17
NO2,12.19,03/7/18
NO2,12.03,03/7/19
NO2,12.23,03/7/20
NO2,12.34,03/7/21
NO2,12.33,03/7/22
NO2,12.41,03/7/23
NO2,12.5,03/7/24
NO2,12.52,03/7/25
NO2,12.56,03/7/26
NO2,12.45,03/7/27
NO2,12.3,03/7/28
NO2,12.17,03/7/29
NO2,11.98,03/7/30
NO2,12,03/7/31
NO2,11.81,03/8/1
NO2,11.86,03/8/2
NO2,11.88,03/8/3
NO2,11.92,03/8/4
NO2,11.91,03/8/5
NO2,11.8,03/8/6
NO2,11.67,03/8/7
NO2,11.73,03/8/8
NO2,11.88,03/8/9
NO2,11.95,03/8/10
NO2,11.98,03/8/11
NO2,11.94,03/8/12
NO2,12.19,03/8/13
NO2,12.39,03/8/14
NO2,12.42,03/8/15
NO2,12.53,03/8/16
NO2,12.64,03/8/17
NO2,12.8,03/8/18
NO2,12.81,03/8/19
NO2,12.81,03/8/20
NO2,12.77,03/8/21
NO2,12.83,03/8/22
NO2,12.8,03/8/23
NO2,12.73,03/8/24
NO2,12.66,03/8/25
NO2,12.64,03/8/26
NO2,12.67,03/8/27
NO2,12.78,03/8/28
NO2,12.72,03/8/29
NO2,12.66,03/8/30
NO2,12.66,03/8/31
NO2,12.72,03/9/1
NO2,12.75,03/9/2
NO2,12.78,03/9/3
NO2,12.91,03/9/4
NO2,13.23,03/9/5
NO2,13.31,03/9/6
NO2,13.48,03/9/7
NO2,13.64,03/9/8
NO2,13.63,03/9/9
NO2,13.64,03/9/10
NO2,13.78,03/9/11
NO2,14,03/9/12
NO2,14.14,03/9/13
NO2,14.17,03/9/14
NO2,14.39,03/9/15
NO2,14.53,03/9/16
NO2,14.56,03/9/17
NO2,14.53,03/9/18
NO2,14.33,03/9/19
NO2,14.14,03/9/20
NO2,14.05,03/9/21
NO2,13.88,03/9/22
NO2,13.81,03/9/23
NO2,13.69,03/9/24
NO2,13.63,03/9/25
NO2,13.66,03/9/26
NO2,14.02,03/9/27
NO2,14.38,03/9/28
NO2,14.42,03/9/29
NO2,14.69,03/9/30
NO2,15.33,03/10/1
NO2,15.89,03/10/2
NO2,16.36,03/10/3
NO2,16.86,03/10/4
NO2,17.5,03/10/5
NO2,18.03,03/10/6
NO2,18.28,03/10/7
NO2,18.58,03/10/8
NO2,18.91,03/10/9
NO2,19.55,03/10/10
NO2,20.25,03/10/11
NO2,20.73,03/10/12
NO2,20.64,03/10/13
NO2,20.45,03/10/14
NO2,20.44,03/10/15
NO2,20.95,03/10/16
NO2,21.66,03/10/17
NO2,22.27,03/10/18
NO2,23.19,03/10/19
NO2,23.89,03/10/20
NO2,24.02,03/10/21
NO2,24.38,03/10/22
NO2,24.58,03/10/23
NO2,24.89,03/10/24
NO2,25.02,03/10/25
NO2,26.02,03/10/26
NO2,26.48,03/10/27
NO2,26.67,03/10/28
NO2,27.2,03/10/29
NO2,28.38,03/10/30
NO2,28.97,03/10/31
NO2,29.45,03/11/1
NO2,29.83,03/11/2
NO2,30.22,03/11/3
NO2,30.53,03/11/4
NO2,30.97,03/11/5
NO2,31.33,03/11/6
NO2,31.44,03/11/7
NO2,31.28,03/11/8
NO2,31.13,03/11/9
NO2,30.83,03/11/10
NO2,30.97,03/11/11
NO2,31.16,03/11/12
NO2,31.34,03/11/13
NO2,31.41,03/11/14
NO2,31.59,03/11/15
NO2,32.33,03/11/16
NO2,32.53,03/11/17
NO2,32.88,03/11/18
NO2,33.14,03/11/19
NO2,33.19,03/11/20
NO2,32.94,03/11/21
NO2,33.3,03/11/22
NO2,33.64,03/11/23
NO2,33.95,03/11/24
NO2,34.16,03/11/25
NO2,33.91,03/11/26
NO2,33.41,03/11/27
NO2,32.52,03/11/28
NO2,32.22,03/11/29
NO2,32.45,03/11/30
NO2,32.84,03/12/1
NO2,33.14,03/12/2
NO2,33.31,03/12/3
NO2,34.64,03/12/4
NO2,34.31,03/12/5
NO2,34.42,03/12/6
NO2,34.41,03/12/7
NO2,34.13,03/12/8
NO2,33.5,03/12/9
NO2,33.52,03/12/10
NO2,34.06,03/12/11
NO2,34.25,03/12/12
NO2,34.64,03/12/13
NO2,35.45,03/12/14
NO2,36.13,03/12/15
NO2,36.14,03/12/16
NO2,36.78,03/12/17
NO2,37.7,03/12/18
NO2,38.88,03/12/19
NO2,38.97,03/12/20
NO2,39.11,03/12/21
NO2,39.3,03/12/22
NO2,39.27,03/12/23
NO2,39.86,03/12/24
NO2,40.73,03/12/25
NO2,40.67,03/12/26
NO2,40.63,03/12/27
NO2,40.63,03/12/28
NO2,40.17,03/12/29
NO2,40.22,03/12/30
NO2,40.72,03/12/31
NO2,40.89,04/1/1
NO2,41.48,04/1/2
NO2,41.81,04/1/3
NO2,42.16,04/1/4
NO2,43.5,04/1/5
NO2,45.56,04/1/6
NO2,47.88,04/1/7
NO2,49.45,04/1/8
NO2,49.36,04/1/9
NO2,49.06,04/1/10
NO2,49.23,04/1/11
NO2,49.13,04/1/12
NO2,47.92,04/1/13
NO2,47.73,04/1/14
NO2,47.7,04/1/15
NO2,48.31,04/1/16
NO2,48.47,04/1/17
NO2,48.42,04/1/18
NO2,48.31,04/1/19
NO2,47.86,04/1/20
NO2,48.03,04/1/21
NO2,47.44,04/1/22
NO2,46.73,04/1/23
NO2,45.84,04/1/24
NO2,45.16,04/1/25
NO2,44.53,04/1/26
NO2,44.23,04/1/27
NO2,43.52,04/1/28
NO2,43.61,04/1/29
NO2,43.63,04/1/30
NO2,43.75,04/1/31
NO2,44.48,04/2/1
NO2,44.58,04/2/2
NO2,43.36,04/2/3
NO2,43.06,04/2/4
NO2,43.11,04/2/5
NO2,42.83,04/2/6
NO2,42.78,04/2/7
NO2,42.47,04/2/8
NO2,42.31,04/2/9
NO2,42.48,04/2/10
NO2,42.03,04/2/11
NO2,42.59,04/2/12
NO2,42.75,04/2/13
NO2,41.53,04/2/14
NO2,39.61,04/2/15
NO2,37.78,04/2/16
NO2,36.52,04/2/17
NO2,37.63,04/2/18
NO2,37.59,04/2/19
NO2,38.05,04/2/20
NO2,38.94,04/2/21
NO2,39.11,04/2/22
NO2,38.7,04/2/23
NO2,38.59,04/2/24
NO2,38.05,04/2/25
NO2,38.16,04/2/26
NO2,38.34,04/2/27
NO2,38.38,04/2/28
NO2,38.06,04/3/1
NO2,37.77,04/3/2
NO2,38.16,04/3/3
NO2,38.36,04/3/4
NO2,38.48,04/3/5
NO2,38.84,04/3/6
NO2,38.75,04/3/7
NO2,38.72,04/3/8
NO2,38.58,04/3/9
NO2,38.52,04/3/10
NO2,38.03,04/3/11
NO2,37.69,04/3/12
NO2,36.7,04/3/13
NO2,35.66,04/3/14
NO2,35.81,04/3/15
NO2,35.52,04/3/16
NO2,35.53,04/3/17
NO2,35.52,04/3/18
NO2,35.45,04/3/19
NO2,35.41,04/3/20
NO2,35.34,04/3/21
NO2,35.56,04/3/22
NO2,35.52,04/3/23
NO2,34.42,04/3/24
NO2,33.72,04/3/25
NO2,33.66,04/3/26
NO2,33.94,04/3/27
NO2,33.63,04/3/28
NO2,33.16,04/3/29
NO2,32.22,04/3/30
NO2,32.02,04/3/31
NO2,31,04/4/1
NO2,29.89,04/4/2
NO2,29.72,04/4/3
NO2,29.66,04/4/4
NO2,29.5,04/4/5
NO2,29.28,04/4/6
NO2,29.34,04/4/7
NO2,29.16,04/4/8
NO2,28.98,04/4/9
NO2,28.95,04/4/10
NO2,28.72,04/4/11
NO2,29.05,04/4/12
NO2,29.33,04/4/13
NO2,29.42,04/4/14
NO2,29.45,04/4/15
NO2,29.34,04/4/16
NO2,29.02,04/4/17
NO2,28.94,04/4/18
NO2,29.03,04/4/19
NO2,29.22,04/4/20
NO2,29.25,04/4/21
NO2,29.44,04/4/22
NO2,29.36,04/4/23
NO2,29.22,04/4/24
NO2,29.67,04/4/25
NO2,29.63,04/4/26
NO2,29.81,04/4/27
NO2,29.69,04/4/28
NO2,29.59,04/4/29
NO2,29.27,04/4/30
NO2,28.77,04/5/1
NO2,28.83,04/5/2
NO2,29.34,04/5/3
NO2,29.05,04/5/4
NO2,29.03,04/5/5
NO2,28.73,04/5/6
NO2,29.25,04/5/7
NO2,29.83,04/5/8
NO2,29.77,04/5/9
NO2,30.14,04/5/10
NO2,30.72,04/5/11
NO2,31.22,04/5/12
NO2,31.47,04/5/13
NO2,31.88,04/5/14
NO2,32.3,04/5/15
NO2,32.67,04/5/16
NO2,32.88,04/5/17
NO2,32.88,04/5/18
NO2,33.14,04/5/19
NO2,33.28,04/5/20
NO2,33.36,04/5/21
NO2,33.09,04/5/22
NO2,32.91,04/5/23
NO2,32.95,04/5/24
NO2,32.84,04/5/25
NO2,32.89,04/5/26
NO2,32.89,04/5/27
NO2,32.98,04/5/28
NO2,33.06,04/5/29
NO2,33.42,04/5/30
NO2,33.25,04/5/31
NO2,33.25,04/6/1
NO2,33.38,04/6/2
NO2,33.75,04/6/3
NO2,33.55,04/6/4
NO2,33.73,04/6/5
NO2,34,04/6/6
NO2,34.7,04/6/7
NO2,34.98,04/6/8
NO2,35.61,04/6/9
NO2,35.67,04/6/10
NO2,35.89,04/6/11
NO2,35.95,04/6/12
NO2,36.69,04/6/13
NO2,37.03,04/6/14
NO2,37.44,04/6/15
NO2,37.28,04/6/16
NO2,36.94,04/6/17
NO2,36.59,04/6/18
NO2,36.06,04/6/19
NO2,35.72,04/6/20
NO2,35.56,04/6/21
NO2,35.59,04/6/22
NO2,35.66,04/6/23
NO2,35.31,04/6/24
NO2,35.44,04/6/25
NO2,35.05,04/6/26
NO2,35.14,04/6/27
NO2,35.14,04/6/28
NO2,35.2,04/6/29
NO2,35.27,04/6/30
NO2,35.08,04/7/1
NO2,34.7,04/7/2
NO2,34.64,04/7/3
NO2,34.64,04/7/4
NO2,34.58,04/7/5
NO2,34.69,04/7/6
NO2,34.66,04/7/7
NO2,34.47,04/7/8
NO2,33.91,04/7/9
NO2,33.86,04/7/10
NO2,33.77,04/7/11
NO2,33.63,04/7/12
NO2,32.88,04/7/13
NO2,32.53,04/7/14
NO2,32.2,04/7/15
NO2,31.72,04/7/16
NO2,31.02,04/7/17
NO2,30.45,04/7/18
NO2,29.69,04/7/19
NO2,29.33,04/7/20
NO2,28.64,04/7/21
NO2,27.84,04/7/22
NO2,26.94,04/7/23
NO2,26.02,04/7/24
NO2,25.22,04/7/25
NO2,24.66,04/7/26
NO2,24.34,04/7/27
NO2,24.2,04/7/28
NO2,24.13,04/7/29
NO2,23.77,04/7/30
NO2,23.17,04/7/31
NO2,22.39,04/8/1
NO2,21.69,04/8/2
NO2,21.27,04/8/3
NO2,20.66,04/8/4
NO2,20.25,04/8/5
NO2,19.61,04/8/6
NO2,19.02,04/8/7
NO2,18.41,04/8/8
NO2,17.91,04/8/9
NO2,17.45,04/8/10
NO2,17.13,04/8/11
NO2,16.56,04/8/12
NO2,16.03,04/8/13
NO2,15.64,04/8/14
NO2,15.16,04/8/15
NO2,14.67,04/8/16
NO2,14.14,04/8/17
NO2,13.88,04/8/18
NO2,13.63,04/8/19
NO2,13.3,04/8/20
NO2,13.23,04/8/21
NO2,13.16,04/8/22
NO2,12.88,04/8/23
NO2,12.52,04/8/24
NO2,12.23,04/8/25
NO2,11.98,04/8/26
NO2,11.97,04/8/27
NO2,11.89,04/8/28
NO2,11.77,04/8/29
NO2,11.83,04/8/30
NO2,11.84,04/8/31
NO2,11.77,04/9/1
NO2,11.84,04/9/2
NO2,11.95,04/9/3
NO2,12.08,04/9/4
NO2,12.09,04/9/5
NO2,12.34,04/9/6
NO2,12.45,04/9/7
NO2,12.3,04/9/8
NO2,12.31,04/9/9
NO2,12.33,04/9/10
NO2,12.66,04/9/11
NO2,12.91,04/9/12
NO2,12.84,04/9/13
NO2,12.92,04/9/14
NO2,13.05,04/9/15
NO2,12.83,04/9/16
NO2,12.75,04/9/17
NO2,12.67,04/9/18
NO2,12.55,04/9/19
NO2,12.45,04/9/20
NO2,12.36,04/9/21
NO2,12.28,04/9/22
NO2,12.25,04/9/23
NO2,12.23,04/9/24
NO2,12.16,04/9/25
NO2,12.13,04/9/26
NO2,11.97,04/9/27
NO2,11.75,04/9/28
